175924,Polymetal,200,МосБиржа топ,
388383,Yandex clA,200,МосБиржа топ,
81820,АЛРОСА ао,200,МосБиржа топ,ALRS
17564,Акрон,200,МосБиржа топ,
29,Аэрофлот,200,МосБиржа топ,
20066,БСП ао,200,МосБиржа топ,
81757,Башнефт ао,200,МосБиржа топ,BANE
81758,Башнефт ап,200,МосБиржа топ,
15965,ВСМПО-АВСМ,200,МосБиржа топ,VSMO
19043,ВТБ ао,200,МосБиржа топ,VTBR
16842,ГАЗПРОМ ао,200,МосБиржа топ,GAZP
795,ГМКНорНик,200,МосБиржа топ,GMKN
18564,ДИКСИ ао,200,МосБиржа топ,
20516,ИнтерРАОао,200,МосБиржа топ,
15544,КАМАЗ,200,МосБиржа топ,
19736,ЛСР ао,200,МосБиржа топ,
8,ЛУКОЙЛ,200,МосБиржа топ,LKOH
19737,М.видео,200,МосБиржа топ,
16782,ММК,200,МосБиржа топ,
15523,МТС-ао,200,МосБиржа топ,MTSS
17086,Магнит ао,200,МосБиржа топ,MGNT
152516,МегаФон ао,200,МосБиржа топ,
152798,МосБиржа,200,МосБиржа топ,
74549,Мостотрест,200,МосБиржа топ,
17046,НЛМК ао,200,МосБиржа топ,NLMK
19629,НМТП ао,200,МосБиржа топ,
17370,Новатэк ао,200,МосБиржа топ,NVTK
18654,ПИК ао,200,МосБиржа топ,
17273,Роснефть,200,МосБиржа топ,ROSN
7,Ростел -ао,200,МосБиржа топ,RTKM
15,Ростел -ап,200,МосБиржа топ,
20266,РусГидро,200,МосБиржа топ,
74718,Русал рдр,200,МосБиржа топ,
16080,СОЛЛЕРС,200,МосБиржа топ,
3,Сбербанк,200,МосБиржа топ,SBER
23,Сбербанк-п,200,МосБиржа топ,
16136,СевСт-ао,200,МосБиржа топ,CHMF
19715,Система ао,200,МосБиржа топ,
4,Сургнфгз,200,МосБиржа топ,SNGS
13,Сургнфгз-п,200,МосБиржа топ,
18441,ТМК ао,200,МосБиржа топ,
825,Татнфт 3ао,200,МосБиржа топ,TATN
826,Татнфт 3ап,200,МосБиржа топ,
1012,Транснф ап,200,МосБиржа топ,TRNFP
19623,Уркалий-ао,200,МосБиржа топ,URKA
20509,ФСК ЕЭС ао,200,МосБиржа топ,
81114,ФосАгро ао,200,МосБиржа топ,
20125,ЧеркизГ-ао,200,МосБиржа топ,
18584,Юнипро ао,200,МосБиржа топ,
6,+МосЭнерго,1,МосБиржа акции,
399716,AGRO-гдр,1,МосБиржа акции,
489354,ENPL-гдр,1,МосБиржа акции,
152876,GTL ао,1,МосБиржа акции,
175924,Polymetal,1,МосБиржа акции,
414279,RUSAL plc,1,МосБиржа акции,
388383,Yandex clA,1,МосБиржа акции,
181610,iQIWI,1,МосБиржа акции,
22843,iАвиастКао,1,МосБиржа акции,
74744,iДонскЗР,1,МосБиржа акции,
74745,iДонскЗР п,1,МосБиржа акции,
35363,iЗаводДИОД,1,МосБиржа акции,
17137,iИСКЧ ао,1,МосБиржа акции,
152517,iЛевенгук,1,МосБиржа акции,
81992,iНПОНаука,1,МосБиржа акции,
81929,iНаукаСвяз,1,МосБиржа акции,
152677,iРоллман,1,МосБиржа акции,
388313,iРоллман-п,1,МосБиржа акции,
74584,iФармсинтз,1,МосБиржа акции,
39,АВТОВАЗ ао,1,МосБиржа акции,
40,АВТОВАЗ ап,1,МосБиржа акции,
81820,АЛРОСА ао,1,МосБиржа акции,
81882,АЛРОСА-Нюр,1,МосБиржа акции,
484229,АСКО ао,1,МосБиржа акции,
82460,АбрауДюрсо,1,МосБиржа акции,
82843,Авангрд-ао,1,МосБиржа акции,
17564,Акрон,1,МосБиржа акции,
13855,Аптеки36и6,1,МосБиржа акции,
19676,Армада,1,МосБиржа акции,
19915,Арсагера,1,МосБиржа акции,
16452,АстрЭнСб,1,МосБиржа акции,
20702,АшинскийМЗ,1,МосБиржа акции,
29,Аэрофлот,1,МосБиржа акции,
20066,БСП ао,1,МосБиржа акции,
462599,БУДУЩЕЕ ао,1,МосБиржа акции,
490435,БанкАстаны,1,МосБиржа акции,
35242,БашИнСв ао,1,МосБиржа акции,
35243,БашИнСв ап,1,МосБиржа акции,
81757,Башнефт ао,1,МосБиржа акции,
81758,Башнефт ап,1,МосБиржа акции,
21078,Белон ао,1,МосБиржа акции,
19651,Белуга ао,1,МосБиржа акции,
82616,БестЭфБ ао,1,МосБиржа акции,
81901,БурЗолото,1,МосБиржа акции,
15965,ВСМПО-АВСМ,1,МосБиржа акции,
19043,ВТБ ао,1,МосБиржа акции,
82886,ВТОРРЕСао,1,МосБиржа акции,
17257,ВХЗ-ао,1,МосБиржа акции,
16352,ВЭК 01 ао,1,МосБиржа акции,
81954,Варьеган,1,МосБиржа акции,
81955,Варьеган-п,1,МосБиржа акции,
17068,Возрожд-ао,1,МосБиржа акции,
17067,Возрожд-п,1,МосБиржа акции,
16456,ВолгЭнСб,1,МосБиржа акции,
16457,ВолгЭнСб-п,1,МосБиржа акции,
83251,ВыбСудЗ ао,1,МосБиржа акции,
83252,ВыбСудЗ ап,1,МосБиржа акции,
81997,ГАЗ ао,1,МосБиржа акции,
82115,ГАЗ-Тек ао,1,МосБиржа акции,
81399,ГАЗ-сервис,1,МосБиржа акции,
81398,ГАЗКОН-ао,1,МосБиржа акции,
16842,ГАЗПРОМ ао,1,МосБиржа акции,
436120,ГЕОТЕК ао,1,МосБиржа акции,
449114,ГИТ ао,1,МосБиржа акции,
795,ГМКНорНик,1,МосБиржа акции,
488918,ГТМ ао,1,МосБиржа акции,
152397,ГазпРнД ао,1,МосБиржа акции,
2,Газпрнефть,1,МосБиржа акции,
17698,Галс-Девел,1,МосБиржа акции,
175842,ГлТоргПрод,1,МосБиржа акции,
20708,ДВМП ао,1,МосБиржа акции,
18564,ДИКСИ ао,1,МосБиржа акции,
19724,ДЭК ао,1,МосБиржа акции,
16825,ДагСб ао,1,МосБиржа акции,
473181,ДетскийМир,1,МосБиржа акции,
17919,Дорогбж ао,1,МосБиржа акции,
419504,ЕТС ао,1,МосБиржа акции,
487432,ЕвроЭлтех,1,МосБиржа акции,
82001,ЗВЕЗДА ао,1,МосБиржа акции,
81918,ЗИЛ ао,1,МосБиржа акции,
556,ЗМЗ-ао,1,МосБиржа акции,
603,ЗМЗ-ап,1,МосБиржа акции,
81786,ИКРУСС-ИНВ,1,МосБиржа акции,
15547,ИРКУТ-3,1,МосБиржа акции,
386452,ИСУ-КП,1,МосБиржа акции,
81887,Ижсталь ап,1,МосБиржа акции,
81885,Ижсталь2ао,1,МосБиржа акции,
409486,Инв-Девел,1,МосБиржа акции,
20516,ИнтерРАОао,1,МосБиржа акции,
9,ИркЭнерго,1,МосБиржа акции,
15544,КАМАЗ,1,МосБиржа акции,
17359,КЗМС ао,1,МосБиржа акции,
22525,КМЗ,1,МосБиржа акции,
16284,КСБ ао,1,МосБиржа акции,
16285,КСБ ап,1,МосБиржа акции,
81943,КУЗОЦМ ао,1,МосБиржа акции,
16329,КалужскСК,1,МосБиржа акции,
20030,КамчатЭ ао,1,МосБиржа акции,
20498,КамчатЭ ап,1,МосБиржа акции,
18310,Квадра,1,МосБиржа акции,
18391,Квадра-п,1,МосБиржа акции,
75094,Кокс ао,1,МосБиржа акции,
20710,КоршГОК ао,1,МосБиржа акции,
81903,КосогМЗ ао,1,МосБиржа акции,
511,КрасОкт-1п,1,МосБиржа акции,
510,КрасОкт-ао,1,МосБиржа акции,
20912,Красэсб ао,1,МосБиржа акции,
20913,Красэсб ап,1,МосБиржа акции,
522,Кубанэнр,1,МосБиржа акции,
35285,КузбТК ао,1,МосБиржа акции,
83165,КузнецкийБ,1,МосБиржа акции,
81941,Куйбазот,1,МосБиржа акции,
81942,Куйбазот-п,1,МосБиржа акции,
83261,КурганГКао,1,МосБиржа акции,
152350,КурганГКап,1,МосБиржа акции,
19736,ЛСР ао,1,МосБиржа акции,
8,ЛУКОЙЛ,1,МосБиржа акции,
16276,ЛЭСК ао,1,МосБиржа акции,
22094,Лензол. ап,1,МосБиржа акции,
21004,Лензолото,1,МосБиржа акции,
385792,Лента др,1,МосБиржа акции,
542,Ленэнерг-п,1,МосБиржа акции,
31,Ленэнерго,1,МосБиржа акции,
19737,М.видео,1,МосБиржа акции,
12983,МГТС-4ап,1,МосБиржа акции,
12984,МГТС-5ао,1,МосБиржа акции,
20947,МЕРИДИАН,1,МосБиржа акции,
420694,МКБ ао,1,МосБиржа акции,
16782,ММК,1,МосБиржа акции,
80390,МН-фонд ао,1,МосБиржа акции,
16917,МОЭСК,1,МосБиржа акции,
20309,МРСК СЗ,1,МосБиржа акции,
20412,МРСК СК,1,МосБиржа акции,
20402,МРСК Ур,1,МосБиржа акции,
20107,МРСК ЦП,1,МосБиржа акции,
20235,МРСК Центр,1,МосБиржа акции,
20286,МРСКВол,1,МосБиржа акции,
20346,МРСКСиб,1,МосБиржа акции,
20681,МРСКЮга ао,1,МосБиржа акции,
15523,МТС-ао,1,МосБиржа акции,
74562,МагадЭн ао,1,МосБиржа акции,
74563,МагадЭн ап,1,МосБиржа акции,
17086,Магнит ао,1,МосБиржа акции,
16331,МариЭнСб-п,1,МосБиржа акции,
152516,МегаФон ао,1,МосБиржа акции,
30,Мегион-ао,1,МосБиржа акции,
51,Мегион-ап,1,МосБиржа акции,
81829,МедиаВиМ,1,МосБиржа акции,
20737,Медиахолд,1,МосБиржа акции,
21018,Мечел ао,1,МосБиржа акции,
